cover_idx,"album_cover","album","description"
1367,"JohnPrine_Lost_Dogs_and_Mixed_Blessings.jpg","Lost Dogs and Mixed Blessings","No description"
1368,"JohnPrine_In_Spite_of_Ourselves.jpg","In Spite of Ourselves","No description"
1369,"FrankSinatra_THE_REPRISE_COLLECTION.jpg","The Reprise Collection [Disc 1]","No description"
1370,"FrankSinatra_THE_REPRISE_COLLECTION.jpg","The Reprise Collection [Disc 2]","No description"
1371,"FrankSinatra_THE_REPRISE_COLLECTION.jpg","The Reprise Collection [Disc 3]","No description"
1372,"FrankSinatra_THE_REPRISE_COLLECTION.jpg","Reprise Collection [Disc 4]","No description"
1373,"Martin Scorsese Presents_ Stevie Ray Vaughan.jpg","Martin Scorsese Presents_ Stevie Ray Vaughan","No description"
1374,"Stevie Ray Vaughan & Double Trouble_ Live At Carnegie Hall.png","Stevie Ray Vaughan & Double Trouble_ Live At Carnegie Hall","No description"
1375,"Texas Flood.png","Texas Flood","No description"
1376,"The Real Deal_ Greatest Hits, Vol. 1.jpg","The Real Deal_ Greatest Hits, Vol. 1","No description"
1377,"The Real Deal_ Greatest Hits, Vol. 1.jpg","The Real Deal_ Greatest Hits, Vol #1","No description"
1378,"HandsomeFamily Down to the Promised Land - Five Years of Bloodshot Records.jpg","Down to the Promised Land - Five Years of Bloodshot Records","No description"
1379,"HandsomeFamily In the Air.jpg","In the Air","No description"
1380,"HandsomeFamily Scattered.jpg","Scattered","No description"
1381,"HandsomeFamily Singing Bones.jpg","Singing Bones","No description"
1382,"manoflamancha.jpg","Man Of La Mancha","No description"
1383,"Mine Is Yours (Deluxe Version).jpg","Mine Is Yours (Deluxe Version)","No description"
1384,"War.jpg","Platinum Jazz","No description"
1385,"War The World Is A Ghetto.jpg","The World Is A Ghetto","No description"
1386,"War The World Is A Ghetto.jpg","The Very Best of War.jpg","No description"
1387,"War The World Is A Ghetto.jpg","The World Is A Ghetto","No description"
1389,"The Very Best of War.jpg","The Very Best of War","No description"
1390,"Best of War.jpg","Best of War","No description"
1391,"Neil_Young_&_Crazy_Horse-Live_Rust.jpg","Live Rust","No description"
1392,"NeilYoung_Psychedelicpill.jpg","Psychedelic Pill [Disc 2]","No description"
1393,"NeilYoung_Psychedelicpill.jpg","Psychedelic Pill [Disc 1]","No description"
1394,"Neil Yound Everybody Knows This Is Nowhere.jpg","Everybody Knows This Is Nowhere","No description"
1395,"TowerOfPower_GreatAmericanSoulBook.jpg","Great American Soulbook","No description"
1396,"TowerOfPower The Very Best of Tower of Power_ The Warner Years.jpg","The Very Best of Tower of Power_ The Warner Years","No description"
1397,"TowerOfPower Back to Oakland.jpg","Back to Oakland","No description"
1398,"TowerOfPower Monster on a Leash.jpg","Monster on a Leash","No description"
1400,"Fun House.jpg","Fun House","No description"
1401,"Fun House.jpg","Fun House [Disc 2]","No description"
1402,"The Stooges.jpg","The Stooges","No description"
1403,"The Stooges.jpg","The Stooges [Disc 2]","No description"
1404,"Iggy and the Stooge Ready To Die.jpg","Ready To Die","No description"
1405,"LosLobos_TinCanTrust.jpg","Tin Can Trust","No description"
1406,"LosLobos_Kiko_Live.jpg","Kiko Live","No description"
1407,"La Bamba (Original Motion Picture Soundtrack).jpg","La Bamba (Original Motion Picture Soundtrack)","No description"
1408,"Los Lobos_ Live at the Fillmore.jpg","Los Lobos_ Live at the Fillmore","No description"
1409,"Butterfield Blues Band Live.jpeg","The Butterfield Blues Band Live","No description"
1410,"PaulButterfield Blues Band Live.jpeg","The Butterfield Blues Band Live","No description"
1411,"PaulButterfield 1965.jpg","Butterfield Blues Band Live","No description"
1412,"PaulButterfield_East-West.jpg","East-West","No description"
1413,"PaulButterfield Blues Band.jpg","The Paul Butterfield Blues Band","No description"
1414,"BeeGees Number Ones.jpg","Number Ones","No description"
1415,"Bee Gees Main Course.jpg","Main Course","No description"
1416,"Bee Gees Mr Natural.jpeg","Mr. Natural","No description"
1417,"Best Of The BeeGees.jpg","Best Of The BeeGees","No description"
1418,"ZZTop Eliminator.png","Eliminator","No description"
1419,"ZZTop Greatest Hits.jpg","Greatest Hits","No description"
1420,"ZZTop Live Greatest Hits From Around The World.jpg","Live Greatest Hits From Around The World","No description"
1421,"ZZTop Tres Hombres.jpg","Tres Hombres","No description"
1422,"New Riders of the Purple Sage.jpg","New Riders of the Purple Sage","No description"
1423,"Boston Music Hall - December 5, 1972.jpg","Boston Music Hall - December 5, 1972","No description"
1424,"The Best of New Riders of the Purple Sage.jpg","The Best of New Riders of the Purple Sage","No description"
1425,"The Adventures of Panama Red.jpg","The Adventures of Panama Red","No description"
1426,"Marty Robbins' All-Time Greatest Hits.jpg","Marty Robbins' All-Time Greatest Hits","No description"
1427,"The Essential Marty Robbins (1951-1982).jpg","The Essential Marty Robbins (1951-1982)","No description"
1428,"Marty Robbins_ More Greatest Hits.jpg","Marty Robbins_ More Greatest Hits","No description"
1429,"Gunfighter Ballads And Trail Songs.jpg","Gunfighter Ballads And Trail Songs","No description"
1430,"Kansas_VinylConfessions.jpg","Vinyl Confessions","No description"
1431,"Kansas_The Prelude Implicit.jpg","The Prelude Implicit","No description"
1432,"Kansas Point of Know Return.jpg","Point of Know Return","No description"
1433,"The Best of Kansas.jpg","The Best of Kansas","No description"
1434,"Hollies_On_A_Caraousel.jpg","On a Carousel","No description"
1435,"The Hollies' Greatest Hits.jpg","The Hollies' Greatest Hits","No description"
1436,"The Hollies' Greatest Hits.jpg","Greatest Hits [Disc 1]","No description"
1437,"The Hollies' Greatest Hits.jpg","Greatest Hits [Disc 2]","No description"
1438,"Keith Jarrett La Scala.jpg","La Scala","No description"
1439,"Keith Jarrett Solo Concerts_ Lausanne","Solo Concerts_ Bremen [Live]","No description"
1440,"Keith Jarrett Solo Concerts_ Lausanne","Solo Concerts_ Lausanne [Disc 2]","No description"
1441,"Keith Jarrett Vienna Concert [Live].jpg","Vienna Concert [Live]","No description"
1442,"TomJones_Gold.jpg","Tom Jones_ Gold (1965-1975)","No description"
1443,"TomJones_LongLostSuitcase.jpg","Long Lost Suitcase","No description"
1444,"TomJones_Reloaded.jpg","Reloaded - Greatest Hits","No description"
1445,"TomJones Spirit In The Room.jpg","Spirit In The Room","No description"
1446,"creedence gold.jpg","Creedence Gold","No description"
1447,"Creedence Green River.jpg","Green River","No description"
1448,"Creedence Chronicle_ 20 Greatest Hits (24-Karat Gold Disc).jpg","Chronicle_ 20 Greatest Hits (24-Karat Gold Disc)","No description"
1449,"Creedence_Clearwater_Revival_Chronicle.jpg","Chronicle_ 20 Greatest Hits (24-Karat Gold Disc)","No description"
1450,"Creedence_Clearwater_Revival_Chronicle.jpg","Creedence Clearwarer Revival Chronicle","No description"
1451,"Creedence_Clearwater_Revival_Chronicle.jpg","Creedence Clearwarer Revival Chronicle","No description"
1452,"TheBand_The Last Waltz.jpg","The Last Waltz [2003 Remaster] Disc 1","No description"
1453,"TheBand_The Last Waltz.jpg","The Last Waltz [2003 Remaster] Disc 2","No description"
1454,"TheBand_MusicFromPink.jpg","Music From Big Pink","No description"
1455,"TheBand_Last_Waltz.jpg","Greatest Hits [Remastered] [UK]","No description"
1456,"Traffic_album.jpg","Traffic","No description"
1457,"Traffic_When The Eagle Flies.jpeg","When The Eagle Flies","No description"
1458,"Traffic-Welcome_to_the_Canteen.jpg","Welcome To The Canteen [Live]","No description"
1459,"Traffic John_Barleycorn_Must_Die.jpg","John Barleycorn Must Die","No description"
1460,"The Young Rascals.jpg","The Young Rascals","No description"
1461,"Young Rascals Groovin'.jpg","Groovin'","No description"
1462,"Young Rascals Time Peace_ The Rascals' Greatest Hits.jpg","Time Peace_ The Rascals' Greatest Hits","No description"
1463,"Young Rascals Essentials_ The Rascals.jpg","Essentials_ The Rascals","No description"
1464,"Ten Years After A SpaceIn Time.jpg","A Space In Time","No description"
1465,"Ten Years After Undead.jpeg","Undead (Remastered) [Live]","No description"
1466,"Ten Years After Stonehenge.jpeg","Stonedhenge (Re-Presents)","No description"
1467,"Ten Years After Recorded Live.jpeg","Recorded Live","No description"
1468,"Alvin Lee In Flight.jpg","In Flight","No description"
1469,"Alvin Lee and Company.jpg","Alvin Lee & Company","No description"
1470,"On The Road To Freedom Alvin Lee & Mylon LeFevre.jpg","On The Road To Freedom Alvin Lee & Mylon LeFevre","No description"
1471,"Rocket Fuel.jpeg","Rocket Fuel","No description"
1472,"Live In Vienna.jpg","Live In Vienna","No description"
1473,"Keep on Rockin'.jpg","Keep on Rockin'","No description"
1474,"In Tennessee.jpg","In Tennessee","No description"
1475,"Live at Rockpalast (Remastered).jpg","Live at Rockpalast (Remastered)","No description"
1476,"Still On the Road To Freedom.jpg","Still On the Road To Freedom","No description"
1477,"ELO_Out Of The Blue.jpg","Still On the Road To Freedom","No description"
1478,"ELO Face The Music.jpg","Face The Music","No description"
1479,"ELO Discovery.jpg","Discovery","No description"
1480,"ELO Eldorado.jpg","Eldorado","No description"
1481,"ELO_Out Of The Blue.jpg","Out Of The Blue","No description"
1482,"Gold: Aerosmith.jpg","Gold_ Aerosmith","No description"
1483,"Aerosmith Rocks.jpg","Rocks","No description"
1484,"Aeroshith Get Your Wings.jpg","Get Your Wings","No description"
1485,"Aerosmith Get a Grip.jpg","Get a Grip","No description"
1486,"Foghat_The_BestOf.jpg","The Best Of Foghat","No description"
1487,"Fog_Hat_Drivin.jpg","Drivin' Wheels_ Best Of 1972-1982 [Disc 1]","No description"
1488,"Fog_Hat_Drivin.jpg","Drivin' Wheels_ Best Of 1972-1982 [Disc 2]","No description"
1489,"Fool for the City.jpg","Fool for the City","No description"
1490,"Gregg_Allman_Back_to_Macon_GA.jpg","Live Back To Macon GA Disc 2","No description"
1491,"Gregg_Allman_Back_to_Macon_GA.jpg","Live Back To Macon GA Disc 1","No description"
1492,"Gregg Allman Just Another Rider.jpg","Just Another Rider","No description"
1493,"Gregg Allman Low Country Blues.jpg","Low Country Blues","No description"
1494,"MoodyBlues_On The Threshold Of A Dream.jpg","On The Threshold Of A Dream","No description"
1495,"Moodyblues_In Search Lost Chord.jpg","In Search Of the Lost Chord","No description"
1496,"Moody_Blues_days of future passed.jpg","Days Of Future Passed","No description"
1497,"Moody_Blues_days of future passed.jpg","Days Of Future Passed","No description"
1498,"MoodyBlues_for the children.jpg","To Our Children's Children's Children","No description"
1499,"Edith Piaf.bmp","But Not Forgotten Edith Piaf","No description"
1500,"EdithPiath_Non_je_regrette.jp","Non, je ne regrette rien","No description"
1501,"EdithPiath_Non_je_regrette.jp","je ne regrette rien","No description"
1502,"The Voice Of The Sparrow_ The Very Best Of Édith Piaf.jpg","The Voice Of The Sparrow_ The Very Best Of Édith Piaf","No description"
1503,"The Voice Of The Sparrow_ Lynyrdskynyrd_Pronounced.jpg","Pronounced Leh-nerd Skin-nerd","No description"
1504,"LynardSkynard_Gimme Back Bullets.jpg","Gimme Back My Bullets","No description"
1505,"Lynyrdskynyrd_Pronounced.jpg","Pronounced Leh-nerd Skin-nerd","No description"
1506,"LynardSkynyrd_Street Survivors.jpg","Street Survivors","No description"
1507,"LynardSkynard_One More For The Road.jpg","One From The Road","No description"
1508,"Alabama.jpg","Alabama Greatest Hits","No description"
1509,"Southern Drawl.jpg","Southern Drawl","No description"
1510,"For The Record.jpg","For The Record [Disc 1]","No description"
1511,"For The Record.jpg","For The Record [Disc 2]","No description"
1512,"Branford Marsailis.Random Abstract.jpg","Random Abstract [Bonus Tracks]","No description"
1513,"Branford Marsailes Romances For Sax.jpg","Romances For Saxophone","No description"
1514,"BranfordMarsalis Renaissance.jpg","Renaissance","No description"
1515,"BranfordMarsalis I Heard You Twice The First Time.jpg","I Heard You Twice The First Time","No description"
1516,"BranfordMarsalisTrio The Dark Keys.jpg","The Dark Keys","No description"
1517,"BranfordMarsalis Creation.jpg","Branford Marsalis & Orpheus Chamber Orchestra","No description"
1518,"BranfordMarsalis Creation.jpg","Creation","No description"
1519,"DaveMason_spilt-cocnut.jpg","Split Coconut","No description"
1520,"DaveMason_DefintiveCollection.jpeg","Dave Mason The Definitive Collection","No description"
1521,"DaveMason_AloneTogether.jpg","Alone Together","No description"
1522,"Long Lost Friend - The Best of Dave Mason.jpg","Long Lost Friend - The Best of Dave Mason","No description"
1523,"Black Sabbath Paranoid.jpg","Paranoid","No description"
1524,"Sabbath Bloody Sabbath.jpg","Sabbath Bloody Sabbath","No description"
1525,"Technical Ecstasy.jpg","Technical Ecstasy","No description"
1526,"Black Sabbath.jpg","Black Sabbath","No description"
1527,"JimiHendrix_BlueWildAngel.jpg","Blue Wild Angel_ Jimi Hendrix Live At The Isle Of Wight","No description"
1528,"JimmiHendrix_Are_u_experienced.jpg","Are You Experienced_","No description"
1529,"JimmiHendrix_south saturn.jpg","South Saturn Delta","No description"
1530,"JimmiHendrix_rainbow bridge.jpg","Rainbow Bridge","No description"
1531,"PatMetheny_TrioLive.jpg","Trio Live Disc 1","No description"
1532,"PatMetheny_TrioLive.jpg","Trio Live Disc 2","No description"
1533,"PatMethany_American Garage.jpg","American Garage","No description"
1534,"PatMethany_80-81.jpg","80_81","No description"
1535,"Methany_OneQuietNight.jpg","One Quiet Night","No description"
1536,"PatMetheney_Orchestrion.jpg","Orchestrion","No description"
1537,"Brecker Bros Back To Back.jpg","Back To Back","No description"
1538,"BreckerBrothers.jpg","The Brecker Brothers","No description"
1539,"BreckerBrothers_Dont Stop The Music.jpeg","Dont Stop The Music","No description"
1540,"BloodSweatTears_No Sweat.jpg","No Sweat","No description"
1541,"BloodSweatTears_New Blood.jpg","New Blood","No description"
1542,"Blood Sweat Tears 3.jpg","Blood Sweat & Tears 3","No description"
1543,"Mavericks_Mono.jpg","Mono","No description"
1544,"20th Century Masters - The Millennium Collection_ The Best of the Mavericks.jpg","20th Century Masters - The Millennium Collection_ The Best of the Mavericks","No description"
1545,"Mavericks Ranco Loco.jpeg","Rancho Loco","No description"
1546,"Mavericks Mono.jpg","Mono","No description"
1547,"travelingWilburys_vol1.jpg","The Traveling Wilburys, Vol. 1","No description"
1548,"TravelingWilburys_BonusTracks.jpg","Traveling Wilburys Collection [Disc 1]","No description"
1549,"TravelingWilburys_BonusTracks.jpg","Traveling Wilburys Collection [Disc 3]","No description"
1550,"Krauss_WindyCity.jpg","Windy City","No description"
1551,"Forget About It.jpg","Forget About It","No description"
1552,"Krauss A Hundred Miles or More - A Collection.jpg","A Hundred Miles or More - A Collection","No description"
1553,"Paper Airplane.jpg","Paper Airplane","No description"
1554,"Krauss New Favorite.jpg","New Favorite","No description"
1555,"Robert_Plant_and_Alison_Krauss_Raising_Sand.png","Raising Sand","No description"
1556,"NeilYoung_Tonights_The_Night.jpg","Tonight's The Night","No description"
1557,"NeilYoung_LivignWithWar.jpg","Living With War","No description"
1558,"NeilYoung_TheLostTapes_Young.jpg","Live On Air The Lost Tapes Vol. 2","No description"
1559,"Ohio 4 Dead.jpg","4 Way Street (Live)","No description"
1560,"Crosbystillsandnash.jpg","Crosby, Stills & Nash","No description"
1561,"CrosbyStillNashYoung_Deja Vu.jpg","Deja Vu","No description"
1562,"All-Time Christmas Favorites, Vol. 1.jpg","All-Time Christmas Favorites, Vol. 1","No description"
1563,"Surrender 2 Love_ The Best of Ottmar Liebert, Vol. 2.jpg","Surrender 2 Love_ The Best of Ottmar Liebert, Vol. 2","No description"
1564,"OttmarLiebert_Solo Para Ti.jpg","Solo Para Ti","No description"
1565,"Euphoria.jpg","Euphoria","No description"
1566,"OttmarLiebert_Leaning into the Night.jpg","Leaning into the Night","No description"
1567,"Yard birds Th","The Ultimate Collection","No description"
1568,"Yard birds The Ultimate Collection.jpg","The Ultimate Collection","No description"
1569,"The Yardbirds Story.jpg","The Yardbirds Story","No description"
1570,"Yardbirds Over Under Sideways Down _ Roger the Engineer (Remastered).jpg","Over Under Sideways Down _ Roger the Engineer (Remastered)","No description"
1571,"Yes_The Yes Album.jpg","The Yes Album","No description"
1572,"Yes_The Yes Album.jpg","The Yes Album","No description"
1573,"Yes_Best_of_Yes.jpg","The Very Best of Yes","No description"
1574,"Yes_Going_for_the_One.jpg","Going For The One [Bonus Tracks]","No description"
1575,"IsaacHayes_greatest_singles.jpg","Isaac Hayes Greatest Hit Singles","No description"
1576,"Supertramp-Crisis.jpg","Crisis_ What Crisis_","No description"
1577,"Supertramp-EveninTheQuietestMoments.jpg","Even In The Quietest Moments","No description"
1578,"Supertramp Crime Of The Century.jpg","Crime Of The Century","No description"
1579,"ThinLizzy_BadRep.jpg","Bad Reputation","No description"
1580,"Thin Lizzy Jailbreak.jpg","Jailbreak","No description"
1581,"Thin Lizzy Jailbreak.jpg","Jailbreak [Disc 2]","No description"
1582,"Thin Lizzy Jailbreak.jpg","Jailbreak [Disc 2]","No description"
1583,"Wailin Jennys 40 Days.jpg","40 Days","No description"
1584,"Wailin Jennys Firecracker.jpg","Firecracker","No description"
1585,"Wailin Jennys Bright Morning Stars.jpg","Bright Morning Stars","No description"
1586,"Wailin Jennys Bright Morning Stars.jpg","Bright Morning Stars","No description"
1587,"Sir Douglas Mendocino.jpg","Mendocino","No description"
1588,"The Great Sir Douglas Quintet Live.jpg","The Great Sir Douglas Quintet Live","No description"
1589,"The Best Of Sir Douglas Quintet.jpg","The Best Of Sir Douglas Quintet","No description"
1590,"Blondie Eat The Beat.jpg","Eat To The Beat","No description"
1591,"Blondie The Complete Picture.jpg","The Complete Picture","No description"
1592,"Blondie The_Best_of_Blondie.png","The Best Of Blondie","No description"
1593,"RichHavens_CellarDoor.jpg","Live At the Cellar Door and At the Santa Monica Civic Auditorium","No description"
1594,"Richie Haven Nobody Left to Crown.jpg","Nobody Left to Crown","No description"
1595,"Richie Haven Grace of the Sun.jpg","Grace of the Sun","No description"
1596,"DaveMatthews_Live At Red Rocks 8.15.95.jpg","Live At Red Rocks 8.15.95 [Disc 1]","No description"
1597,"DaveMatthews_Live At Red Rocks 8.15.95.jpg","Live At Red Rocks 8.15.95 [Disc 2]","No description"
1598,"DaveMatthewsBandEveryday.jpg","Everyday","No description"
1599,"Sonics Here Are The Sonics!!!.jpg","Here Are The Sonics!!!","No description"
1600,"Sonics_Boom.jpg","Boom","No description"
1601,"Sonics Here Are The Sonics!!!.jpg","This Is the Sonics","No description"
1602,"Ringo_PostCards.jpg","Postcards From Paradise","No description"
1603,"Ringo_Photograph_ The Digital Greatest Hits.jpg","Photograph_ The Digital Greatest Hits","No description"
1604,"Ringo_Photograph_ The Digital Greatest Hits.jpg","Photograph_ The Digital Greatest Hits","No description"
1605,"Ringo_Photograph-TheVeryBestOfRingoStarr_cover_art.jpg","Photograph_ The Very Best Of Ringo Starr","No description"
1606,"procolHarum_Greatest_Hits.jpg","Greatest Hits Procol Harum","No description"
1607,"procolHarum_Greatest_Hits.jpg","Greatest Hits Procol Harum","No description"
1608,"procolHarum_Greatest_Hits.jpg","Procol Harum Greatest Hits","No description"
1609,"Procol Harum Live At the Union Chapel.jpg","Live At the Union Chapel","No description"
1610,"Bonston Pops Blue Danube.jpg","The Blue Danube","No description"
1611,"Boston Greatest_Hits.jpg","Boston_ Greatest Hits","No description"
1612,"Boston Life, Love & Hope.jpg","Life, Love & Hope","No description"
1613,"Boston.jpg","Boston","No description"
1614,"Led_Zeppelin Houses_of_the_Holy.jpg","Houses of the Holy","No description"
1615,"Doug Sahm Live Austin TX.jpg","Doug Sahm Live Austin TX","No description"
1616,"Let It Roll - Songs of George Harrison (Remastered).jpg","Let It Roll - Songs of George Harrison (Remastered)","No description"
1617,"Wings Band on the Run.jpg","Band on the Run","No description"
1618,"The Suburbs.jpg","The Suburbs","No description"
1619,"Hives Of Honeyed Sound (Blas Na Meala).jpg","Hives Of Honeyed Sound (Blas Na Meala)","No description"
1620,"Joe Henderson The Elements.jpg","The Elements","No description"
1621,"20th Century Masters - The Millennium Collection_ Best of Bill Haley & His Comets.jpg","20th Century Masters - The Millennium Collection_ Best of Bill Haley & His Comets","No description"
1622,"MotleyCrue_ShoutattheDevil.jpg","Shout At The Devil [Bonus Tracks]","No description"
1623,"CaroleKingTapestry.jpg","Tapestry","No description"
1624,"Reminiscing_Atkins_Snow.jpg","Reminiscing","No description"
1625,"JsBach_InventionsAndSinfonias.jpg","Bach_ Inventions & Sinfonias, BWV 772-801","No description"
1626,"Triumph Greatest Hits Remixed.jpg","Greatest Hits Remixed","No description"
1627,"Bobbly Rydell.jpeg","Rock Masters_ Bobby Rydell","No description"
1628,"CharlieParker_Round_Midnight.jpg","'Round Midnight","No description"
1629,"SpankAndOurGang_TheBestOf.jpg","The Best Of Spanky & Our Gang 20th Century Masters The Millennium Collection","No description"
1630,"The Very Best of Sting & The Police.jpg","The Very Best of Sting & The Police","No description"
1631,"Sting The Last Ship.jpg","The Last Ship","No description"
1632,"GeorgeBaker Hollands Glorie.jpg","Hollands Glorie","No description"
1633,"OtisReddig_DockBay.jpg","The Dock Of The Bay","No description"
1634,"PrairieFlyer_oldDog.jpg","Just an Old Dog","No description"
1635,"ElectricPrunes I Had Too Much to Dream.jpg","I Had Too Much to Dream","No description"
1636,"Asleep At the Wheel (Live).jpg","Asleep At the Wheel (Live)","No description"
1637,"Asleep At the Wheel Remembers the Alamo.jpg","Asleep At the Wheel Remembers the Alamo","No description"
1638,"The Very Best of Asleep At the Wheel (Re-Recorded Versions).jpg","The Very Best of Asleep At the Wheel (Re-Recorded Versions)","No description"
1639,"Electric Warrior (Remastered).jpg","Electric Warrior","No description"
1640,"T_Rex_The_Slider.jpg","The Slider","No description"
1641,"Electric Warrior (Remastered)","Electric Warrior (Remastered).jpg","No description"
1642,"Electric Warrior (Remastered).jpg","Electric Warrior (Remastered)","No description"
1643,"JeffersonAirplane_Surrealistic Pillow.jpeg","Surrealistic Pillow","No description"
1644,"The Essential Jefferson Airplane.jpg","The Essential Jefferson Airplane [Disc 1]","No description"
1645,"The Essential Jefferson Airplane.jpg","The Essential Jefferson Airplane [Disc 2]","No description"
1646,"Cheap_Trick_In_Color.jpg","In Color [Bonus Tracks]","No description"
1647,"CheapTrick_Bang, Zoom, Crazy... Hello.jpg","Bang, Zoom, Crazy... Hello","No description"
1648,"CheapTrick_We're All Alright!.jpg","We're All Alright!","No description"
1649,"JoeCocker.jpg","You Are So Beautiful","No description"
1650,"JoeCocker Greatest Hits.jpg","Joe Cocker's Greatest Hits","No description"
1651,"JoeCocker Little Rain.jpg","I Can Stand A Little Rain","No description"
1652,"DriveByTruckerAustinTx.jpg","Live From Austin, TX","No description"
1653,"DriveByTruckers The Dirty South.jpg","The Dirty South","No description"
1654,"DriverByTruckers American Band.jpg","American Band","No description"
1655,"History_ America's Greatest Hits.jpg","History_ America's Greatest Hits","No description"
1656,"America The Warner Bros. Years 1971-1977.jpg","The Warner Bros. Years 1971-1977","No description"
1657,"History_ America's Greatest Hits.jpg","America_ The Complete Greatest Hits","No description"
1658,"Buffett_LivingAndDying.jpeg","Livign And Dying In Three Quarter Time","No description"
1659,"Buffet_sonOfaSailure.jpg","Son Of A Sailor","No description"
1660,"Buffet_changes in lattitude.jpg","Changes In Latitudes-Havana Day Dreamin","No description"
1661,"Iron&wine_Kiss_Each_Other_Clean.jpg","Kiss Each Other Clean","No description"
1662,"Iron&wine_ArchiveSeriesVolume1.jpg","Archive Series, Vol. No. 1","No description"
1663,"IronWine Tree By The River - Single.jpg","Tree By The River - Single","No description"
1664,"GordonLightfoot Summertime Dream.jpg","Summertime Dream","No description"
1665,"GordonLightfoot_GoldVol2.jpg","Gord's Gold, Vol. 2","No description"
1666,"GordonLightfoot_GordsGold.jpg","Gord's Gold","No description"
1667,"Zombies_OdesseyOracle.jpg","Odessey and Oracle","No description"
1668,"Zombies The Original Studio Recordings, Vol. 1.jpg","The Original Studio Recordings, Vol. 1","No description"
1669,"Zombies Odessey & Oracle [Bonus Tracks].jpg","Odessey & Oracle [Bonus Tracks]","No description"
1670,"The Essential Isley Brothers.jpg","The Essential Isley Brothers [Disc 1]","No description"
1671,"The Essential Isley Brothers.jpg","The Essential Isley Brothers [Disc 2]","No description"
1672,"FleetFoxes Helplessness Blues.jpg","Helplessness Blues","No description"
1673,"Fleet Foxes.jpg","Fleet Foxes","No description"
1674,"The Essential Fifth Dimension.jpg","The Essential Fifth Dimension","No description"
1675,"The Essential Fifth Dimension.jpg","The Essential Fifth Dimension [Disc 1]","No description"
1676,"DonMcLean Rearview Mirror.jpg","Rearview Mirror","No description"
1677,"DonMcLean American Pie.jpg","American Pie","No description"
1678,"Best of the Outlaws_ Green Grass and High Tides (Remastered).jpg","Best of the Outlaws_ Green Grass and High Tides (Remastered)","No description"
1679,"The Outlaws.jpg","The Outlaws","No description"
1680,"Kingsmen.jpg","The Best of the Kingsmen","No description"
1681,"Kingsmen.jpg","Louie Louie_ The Very Best of The Kingsmen","No description"
1682,"KristoffersonAlbumCover.jpg","Kristofferson","No description"
1683,"KristoffersonTheSilverTonguedDevilandI.jpg","Silver Tongued Devil And I","No description"
1684,"SimonAndGarfunkle_Greatest Hits Simon & Garfunkel.jpg","Greatest Hits Simon & Garfunkel","No description"
1685,"SimonAndGarfunkel_Bridge_over_Troubled_Water_(1970).png","Bridge Over Troubled Water","No description"
1686,"FourTops_50th.jpg","50th Anniversary Anthology [Disc 1]","No description"
1687,"FourTops_50th.jpg","FourTops_50th.jpg","No description"
1688,"righteous brothers.jpg","Anthology_ 1962-1974 [Disc 1]","No description"
1689,"righteous brothers.jpg","Anthology 1962-1974 [Disc 2]","No description"
1690,"Steeley Dan Everything Must Go.jpg","Everything Must Go","No description"
1691,"Steeley Dan A Decade Of Steely Dan.jpg","A Decade Of Steely Dan","No description"
1692,"Aloe Blacc I Need a Dollar (How to Make It In America) - EP.jpg","I Need a Dollar (How to Make It In America) - EP","No description"
1693,"Aloe Blacc Good Things.jpg","Good Things","No description"
1694,"Grandfunk_Closer To Home [2002 Reissue].jpg","Closer To Home [2002 Reissue]","No description"
1695,"GrandFunkRailroad_greatesthits.jpg","Grand Funk Railroad Greatest Hits","No description"
1696,"Beach Boys 20 Greatest.jpg","The Beach Boys 20 Golden Greats","No description"
1697,"Beach Boys 15 Big Ones.jpg","The Beach Boys 15 Big Ones","No description"
1698,"The Best of the Spencer Davis Group.jpg","The Best of the Spencer Davis Group","No description"
1699,"SpencerDavisGroup Keep On Running.jpg","Keep On Running","No description"
1700,"CrookedStill_Strange_Country.jpg","Some Strange Country","No description"
1701,"CrookedStill_Shaken By A Low Sound.jpg","Shaken By A Low Sound","No description"
1702,"YoLaTengo Stuff Like That There.jpg","Stuff Like That There","No description"
1703,"YoLaTengo And Then Nothing Turned Itself Inside-Out.jpg","And Then Nothing Turned Itself Inside-Out","No description"
1704,"JohnnyRivers_GreatestHits.jpg","Johnny Rivers_ Greatest Hits","No description"
1705,"JohnnyRivers_GreatestHits.jpg","Greatest Hits Johnny Rivers","No description"
1706,"JethroTull_Anniverary.jpg","The Best Of Jethro Tull_ The Anniversary Collection [Disc 1]","No description"
1707,"JethroTull_Anniverary.jpg","The Best Of Jethro Tull_ The Anniversary Collection [Disc 2]","No description"
1708,"BoxTops Tear Off!.jpg","Tear Off!","No description"
1709,"BoxTops The Letter _ Neon Rainbow.jpg","The Letter _ Neon Rainbow","No description"
1710,"OldCrow OCMS 1.jpg","OCMS","No description"
1711,"OldCrow Tennessee Pusher 1.jpg","Tennessee Pusher","No description"
1712,"Rodriguez Cold Fact (Bonus Track Version).jpg","Cold Fact (Bonus Track Version)","No description"
1713,"Rodriguez Coming from Reality (Bonus Track Version).jpg","Coming from Reality (Bonus Track Version)","No description"
1714,"Drifters Under the Boardwalk.jpg","Under the Boardwalk","No description"
1715,"Drifters The Essentials_ The Drifters.jpg","The Essentials_ The Drifters","No description"
1716,"Jewel_Sweet And Wild.jpg","Sweet And Wild","No description"
